week,stock,factor,beta
2023-01-09,GOOGL,d_rate,0.061690607434316966
2023-01-09,GOOGL,d_credit,0.034735904813114955
2023-01-09,GOOGL,r_vix,-0.04452873678355275
2023-01-09,GOOGL,GSPC,1.1363395924120556
2023-01-16,GOOGL,d_rate,0.06159990456802254
2023-01-16,GOOGL,d_credit,0.03930383689865299
2023-01-16,GOOGL,r_vix,-0.04766175286989774
2023-01-16,GOOGL,GSPC,1.1510424424228125
2023-01-23,GOOGL,d_rate,0.061178403558946444
2023-01-23,GOOGL,d_credit,0.038588208421492076
2023-01-23,GOOGL,r_vix,-0.04730632316409684
2023-01-23,GOOGL,GSPC,1.1431614640809338
2023-01-30,GOOGL,d_rate,0.05490379602525671
2023-01-30,GOOGL,d_credit,0.02428391491154474
2023-01-30,GOOGL,r_vix,-0.015803622229864343
2023-01-30,GOOGL,GSPC,1.2061073280271768
2023-02-06,GOOGL,d_rate,0.040888464940136
2023-02-06,GOOGL,d_credit,0.02216196188288755
2023-02-06,GOOGL,r_vix,-0.033585820629594906
2023-02-06,GOOGL,GSPC,1.1506219497601096
2023-02-13,GOOGL,d_rate,0.04111227511472852
2023-02-13,GOOGL,d_credit,0.02478173485231094
2023-02-13,GOOGL,r_vix,-0.03497704246532452
2023-02-13,GOOGL,GSPC,1.1472729115210378
2023-02-20,GOOGL,d_rate,0.039069264651546046
2023-02-20,GOOGL,d_credit,0.021575336427972377
2023-02-20,GOOGL,r_vix,-0.03838469121977737
2023-02-20,GOOGL,GSPC,1.1397001255864654
2023-02-27,GOOGL,d_rate,0.04238169810496537
2023-02-27,GOOGL,d_credit,0.018256843039339117
2023-02-27,GOOGL,r_vix,-0.05823980580728935
2023-02-27,GOOGL,GSPC,1.1051226397477152
2023-03-06,GOOGL,d_rate,0.028502577744284007
2023-03-06,GOOGL,d_credit,0.01937703018165929
2023-03-06,GOOGL,r_vix,-0.020834842352096615
2023-03-06,GOOGL,GSPC,1.1609773228622913
2023-03-13,GOOGL,d_rate,0.012769298257310024
2023-03-13,GOOGL,d_credit,0.047487217113572074
2023-03-13,GOOGL,r_vix,-0.009128486585873938
2023-03-13,GOOGL,GSPC,1.2602401728246713
2023-03-20,GOOGL,d_rate,0.009072396109556199
2023-03-20,GOOGL,d_credit,0.05751987695081789
2023-03-20,GOOGL,r_vix,-0.012785760059163712
2023-03-20,GOOGL,GSPC,1.2484546576477442
2023-03-27,GOOGL,d_rate,0.006870472956673323
2023-03-27,GOOGL,d_credit,0.069059194567846
2023-03-27,GOOGL,r_vix,-0.005539373620363415
2023-03-27,GOOGL,GSPC,1.2355475541255037
2023-04-03,GOOGL,d_rate,0.008442245065883657
2023-04-03,GOOGL,d_credit,0.0651755568131994
2023-04-03,GOOGL,r_vix,0.001939235946333807
2023-04-03,GOOGL,GSPC,1.2487117201069213
2023-04-10,GOOGL,d_rate,0.007483245149277053
2023-04-10,GOOGL,d_credit,0.06439806382808254
2023-04-10,GOOGL,r_vix,-0.0020592354847115395
2023-04-10,GOOGL,GSPC,1.2274095541906171
2023-04-17,GOOGL,d_rate,0.01689177539843811
2023-04-17,GOOGL,d_credit,0.08359376498601873
2023-04-17,GOOGL,r_vix,0.03530296992102958
2023-04-17,GOOGL,GSPC,1.3259370723660315
2023-04-24,GOOGL,d_rate,0.016268850694881577
2023-04-24,GOOGL,d_credit,0.08679714020107625
2023-04-24,GOOGL,r_vix,0.04085024275304926
2023-04-24,GOOGL,GSPC,1.3321575448993082
2023-05-01,GOOGL,d_rate,0.01114124425936148
2023-05-01,GOOGL,d_credit,0.0756440357462219
2023-05-01,GOOGL,r_vix,0.04177744269546801
2023-05-01,GOOGL,GSPC,1.3272381727246254
2023-05-08,GOOGL,d_rate,0.016747356132024452
2023-05-08,GOOGL,d_credit,0.06992222188795666
2023-05-08,GOOGL,r_vix,0.05557926053056996
2023-05-08,GOOGL,GSPC,1.3740337606921202
2023-05-15,GOOGL,d_rate,0.01744773585174832
2023-05-15,GOOGL,d_credit,0.07926548349729562
2023-05-15,GOOGL,r_vix,0.048812256172994825
2023-05-15,GOOGL,GSPC,1.3476414080494148
2023-05-22,GOOGL,d_rate,0.016483644836900867
2023-05-22,GOOGL,d_credit,0.0650512591583105
2023-05-22,GOOGL,r_vix,0.06596300236630755
2023-05-22,GOOGL,GSPC,1.4505911489905219
2023-05-29,GOOGL,d_rate,0.014639568145520579
2023-05-29,GOOGL,d_credit,0.08452935215344354
2023-05-29,GOOGL,r_vix,0.0842317533640835
2023-05-29,GOOGL,GSPC,1.5139896296435347
2023-06-05,GOOGL,d_rate,0.011599038553405683
2023-06-05,GOOGL,d_credit,0.09371971838852795
2023-06-05,GOOGL,r_vix,0.08950446317856023
2023-06-05,GOOGL,GSPC,1.582254998725252
2023-06-12,GOOGL,d_rate,0.009173984406889626
2023-06-12,GOOGL,d_credit,0.08800781634759523
2023-06-12,GOOGL,r_vix,0.0935271178623505
2023-06-12,GOOGL,GSPC,1.6430638957638852
2023-06-19,GOOGL,d_rate,0.00829460737066892
2023-06-19,GOOGL,d_credit,0.08735721755689888
2023-06-19,GOOGL,r_vix,0.09047260637768624
2023-06-19,GOOGL,GSPC,1.6245700382916202
